2019-12-21 16:13:12.4448	INFO	No Color Found	CIDER.ColorWriter.GetSetTheming	MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => ColorWriterUnitTests.ColorWriter_GetSetThemeingWithoutThemeing_ThrowsError => Assert.Throws => Assert.Throws => <>c__DisplayClass1_0.<ColorWriter_GetSetThemeingWithoutThemeing_ThrowsError>b__0 => ColorWriter.GetSetTheming	"CIDER.ColorWriterNoColorException: Eine Ausnahme vom Typ ""CIDER.ColorWriterNoColorException"" wurde ausgelöst.
   bei CIDER.ColorWriter.GetSetTheming() in H:\Dokumente\Diplomarbeit\Code\CIDER-Repository\dip-cider\CIDER\CIDER\ColorWriter.cs:Zeile 63."	
2019-12-21 16:13:12.5675	DEBUG	Starting CSV ingestion.	CIDER.LoadIO.FileIO.ReadCSV	TestMethodCommand.RunTestMethod => TestMethodCommand.RunAsyncTestMethod => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => FileIOUnitTests.ReadCSV_WhenCalled_CorrectStartTime => AsyncTaskMethodBuilder.Start => <ReadCSV_WhenCalled_CorrectStartTime>d__2.MoveNext => FileIO.ReadCSV		
2019-12-21 16:13:12.5675	DEBUG	CSV ingestion finished.	CIDER.LoadIO.FileIO+<ReadCSV>d__2.MoveNext	Task.Finish => Task.FinishStageTwo => Task.FinishStageThree => Task.FinishContinuations => AwaitTaskContinuation.RunOrScheduleAction => MoveNextRunner.Run => ExecutionContext.Run => ExecutionContext.RunInternal => MoveNextRunner.InvokeMoveNext => <ReadCSV>d__2.MoveNext		
2019-12-21 16:13:12.5675	DEBUG	Starting NMEA ingestion.	CIDER.LoadIO.FileIO.ReadNmea	TestMethodCommand.RunTestMethod => TestMethodCommand.RunAsyncTestMethod => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => FileIOUnitTests.ReadCSV_WhenCalled_CorrectVelocity => AsyncTaskMethodBuilder.Start => <ReadCSV_WhenCalled_CorrectVelocity>d__6.MoveNext => FileIO.ReadNmea		
2019-12-21 16:13:12.5675	INFO	0 parses failed.	CIDER.LoadIO.FileIO.GGA	Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem => Task.ExecuteEntry => Task.ExecuteWithThreadLocal => ExecutionContext.Run => ExecutionContext.RunInternal => Task.ExecutionContextCallback => Task.Execute => Task.InnerInvoke => <>c__DisplayClass3_0.<ReadNmea>b__0 => FileIO.GGA		
2019-12-21 16:13:12.5815	INFO	0 parses failed.	CIDER.LoadIO.FileIO.RMC	Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem => Task.ExecuteEntry => Task.ExecuteWithThreadLocal => ExecutionContext.Run => ExecutionContext.RunInternal => Task.ExecutionContextCallback => Task.Execute => Task.InnerInvoke => <>c__DisplayClass3_0.<ReadNmea>b__0 => FileIO.RMC		
2019-12-21 16:13:12.5815	DEBUG	NMEA ingestion finished.	CIDER.LoadIO.FileIO+<ReadNmea>d__3.MoveNext	Task.Finish => Task.FinishStageTwo => Task.FinishStageThree => Task.FinishContinuations => AwaitTaskContinuation.RunOrScheduleAction => MoveNextRunner.Run => ExecutionContext.Run => ExecutionContext.RunInternal => MoveNextRunner.InvokeMoveNext => <ReadNmea>d__3.MoveNext		
2019-12-21 16:13:12.5815	DEBUG	Starting NMEA ingestion.	CIDER.LoadIO.FileIO.ReadNmea	TestMethodCommand.RunTestMethod => TestMethodCommand.RunAsyncTestMethod => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => FileIOUnitTests.ReadNmea_WhenCalled_CorrectSattelitesInUse => AsyncTaskMethodBuilder.Start => <ReadNmea_WhenCalled_CorrectSattelitesInUse>d__8.MoveNext => FileIO.ReadNmea		
2019-12-21 16:13:12.5815	INFO	0 parses failed.	CIDER.LoadIO.FileIO.GGA	Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem => Task.ExecuteEntry => Task.ExecuteWithThreadLocal => ExecutionContext.Run => ExecutionContext.RunInternal => Task.ExecutionContextCallback => Task.Execute => Task.InnerInvoke => <>c__DisplayClass3_0.<ReadNmea>b__0 => FileIO.GGA		
2019-12-21 16:13:12.5815	INFO	0 parses failed.	CIDER.LoadIO.FileIO.RMC	Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem => Task.ExecuteEntry => Task.ExecuteWithThreadLocal => ExecutionContext.Run => ExecutionContext.RunInternal => Task.ExecutionContextCallback => Task.Execute => Task.InnerInvoke => <>c__DisplayClass3_0.<ReadNmea>b__0 => FileIO.RMC		
2019-12-21 16:13:12.5815	DEBUG	NMEA ingestion finished.	CIDER.LoadIO.FileIO+<ReadNmea>d__3.MoveNext	Task.Finish => Task.FinishStageTwo => Task.FinishStageThree => Task.FinishContinuations => AwaitTaskContinuation.RunOrScheduleAction => MoveNextRunner.Run => ExecutionContext.Run => ExecutionContext.RunInternal => MoveNextRunner.InvokeMoveNext => <ReadNmea>d__3.MoveNext		
2019-12-21 16:13:12.5815	DEBUG	Starting NMEA ingestion.	CIDER.LoadIO.FileIO.ReadNmea	TestMethodCommand.RunTestMethod => TestMethodCommand.RunAsyncTestMethod => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => FileIOUnitTests.ReadNmea_WhenCalled_CorrectTime => AsyncTaskMethodBuilder.Start => <ReadNmea_WhenCalled_CorrectTime>d__7.MoveNext => FileIO.ReadNmea		
2019-12-21 16:13:12.5815	INFO	0 parses failed.	CIDER.LoadIO.FileIO.GGA	Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem => Task.ExecuteEntry => Task.ExecuteWithThreadLocal => ExecutionContext.Run => ExecutionContext.RunInternal => Task.ExecutionContextCallback => Task.Execute => Task.InnerInvoke => <>c__DisplayClass3_0.<ReadNmea>b__0 => FileIO.GGA		
2019-12-21 16:13:12.5815	INFO	0 parses failed.	CIDER.LoadIO.FileIO.RMC	Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem => Task.ExecuteEntry => Task.ExecuteWithThreadLocal => ExecutionContext.Run => ExecutionContext.RunInternal => Task.ExecutionContextCallback => Task.Execute => Task.InnerInvoke => <>c__DisplayClass3_0.<ReadNmea>b__0 => FileIO.RMC		
2019-12-21 16:13:12.5815	DEBUG	NMEA ingestion finished.	CIDER.LoadIO.FileIO+<ReadNmea>d__3.MoveNext	Task.Finish => Task.FinishStageTwo => Task.FinishStageThree => Task.FinishContinuations => AwaitTaskContinuation.RunOrScheduleAction => MoveNextRunner.Run => ExecutionContext.Run => ExecutionContext.RunInternal => MoveNextRunner.InvokeMoveNext => <ReadNmea>d__3.MoveNext		
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_CallsFolderChecker => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_CallsFolderSelector => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.6493	DEBUG	Getting folder name: return from path: return	CIDER.LoadIO.FolderChecker.GetFolderName	MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_CallsFolderSelector => DelegateCommand.Execute => LoadViewModel.OnSelectClick => FolderChecker.IsCorrectFolder => FolderChecker.GetFolderName		
2019-12-21 16:13:12.6493	INFO	Folder return is invalid	CIDER.LoadIO.FolderChecker.IsCorrectFolder	TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_CallsFolderSelector => DelegateCommand.Execute => LoadViewModel.OnSelectClick => FolderChecker.IsCorrectFolder		
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_ReceivesStringOfSelectedFile => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.6493	DEBUG	Getting folder name: return from path: return	CIDER.LoadIO.FolderChecker.GetFolderName	MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_ReceivesStringOfSelectedFile => DelegateCommand.Execute => LoadViewModel.OnSelectClick => FolderChecker.IsCorrectFolder => FolderChecker.GetFolderName		
2019-12-21 16:13:12.6493	INFO	Folder return is invalid	CIDER.LoadIO.FolderChecker.IsCorrectFolder	TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClicked_ReceivesStringOfSelectedFile => DelegateCommand.Execute => LoadViewModel.OnSelectClick => FolderChecker.IsCorrectFolder		
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickedError_ReceivesSelectorError => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.6493	DEBUG	Getting folder name: return from path: return	CIDER.LoadIO.FolderChecker.GetFolderName	MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickedError_ReceivesSelectorError => DelegateCommand.Execute => LoadViewModel.OnSelectClick => FolderChecker.IsCorrectFolder => FolderChecker.GetFolderName		
2019-12-21 16:13:12.6493	INFO	Folder return is invalid	CIDER.LoadIO.FolderChecker.IsCorrectFolder	TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickedError_ReceivesSelectorError => DelegateCommand.Execute => LoadViewModel.OnSelectClick => FolderChecker.IsCorrectFolder		
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickedError_ReceivesSelectorError => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.6493	DEBUG	File Dialog Exited	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickedError_ReceivesSelectorError => DelegateCommand.Execute => LoadViewModel.OnSelectClick	"CIDER.FileDialogExitedException: Eine Ausnahme vom Typ ""CIDER.FileDialogExitedException"" wurde ausgelöst.
   bei CIDER.UnitTests.FolderManager.SelectFolder() in H:\Dokumente\Diplomarbeit\Code\CIDER-Repository\dip-cider\CIDER\CIDER.UnitTests\LoadViewModelUnitTests.cs:Zeile 146.
   bei CIDER.ViewModels.LoadViewModel.OnSelectClick(Object sender) in H:\Dokumente\Diplomarbeit\Code\CIDER-Repository\dip-cider\CIDER\CIDER\ViewModels\LoadViewModel.cs:Zeile 74."	
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickekCorrectFolder_SetsCheckmark => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.6493	DEBUG	Select Clicked	CIDER.ViewModels.LoadViewModel.OnSelectClick	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => LoadViewModelUnitTests.LoadViewModel_OnSelectClickekWrongFolder_SetsBlocked => DelegateCommand.Execute => LoadViewModel.OnSelectClick		
2019-12-21 16:13:12.8258	ERROR	Couldn't configure License State	CIDER.ViewModels.MainWindowViewModel..ctor	TestMethodCommand.RunTestMethod => TestMethodCommand.RunNonAsyncTestMethod => MethodWrapper.Invoke => Reflect.InvokeMethod => RuntimeMethodInfo.Invoke => RuntimeMethodInfo.UnsafeInvokeInternal => RuntimeMethodHandle.InvokeMethod => MainWindowViewModelUnitTest.MainWindowViewModel_ButtonStatesLicenseNotAccepted_ChangeCorrectly => Factories.GetMainWindowViewModelStub => MainWindowViewModel..ctor	"System.InvalidOperationException: Beim aufrufenden Thread muss es sich um einen STA-Thread handeln, da dies für viele Komponenten der Benutzeroberfläche erforderlich ist.
   bei System.Windows.Input.InputManager..ctor()
   bei System.Windows.Input.InputManager.GetCurrentInputManagerImpl()
   bei System.Windows.Input.KeyboardNavigation..ctor()
   bei System.Windows.FrameworkElement.FrameworkServices..ctor()
   bei System.Windows.FrameworkElement.EnsureFrameworkServices()
   bei System.Windows.FrameworkElement..ctor()
   bei System.Windows.Controls.Control..ctor()
   bei System.Windows.Window..ctor()
   bei MahApps.Metro.Controls.MetroWindow..ctor() in C:\projects\mahapps-metro\src\MahApps.Metro\Controls\MetroWindow.cs:Zeile 951.
   bei CIDER.Licenses..ctor() in H:\Dokumente\Diplomarbeit\Code\CIDER-Repository\dip-cider\CIDER\CIDER\Licenses.xaml.cs:Zeile 31.
   bei CIDER.ViewModels.MainWindowViewModel..ctor(IKeyManager Manager, DataProvider data, IReader reader, Boolean IsTesting) in H:\Dokumente\Diplomarbeit\Code\CIDER-Repository\dip-cider\CIDER\CIDER\ViewModels\MainWindowViewModel.cs:Zeile 114."	
